,energy,unc_en,intensity,unc_i,daughter_level_hl,daughter_level_energy,hindrance_factor,unc_hf,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,4100,8.0,0.002,,,1117.3,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
1,4230,8.0,0.0008,,,998.0,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
2,4268,8.0,0.006,,,951.6,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
3,4420,1.0,0.21,,,801.1,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
4,4568,2.0,3.9,,,649.4,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
5,4582,2.0,1.4,,,634.5,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
6,4656,4.0,7.92e-05,9.9361159413e-06,4.2e-12,304.896,,,83,127,Bi,,0.0,,1-,5.012,,5,d,433036.8,432.0,A,0.000132,1e-05,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
7,4694,4.0,5.28e-05,6.6240772942e-06,2.29e-09,265.832,,,83,127,Bi,,0.0,,1-,5.012,,5,d,433036.8,432.0,A,0.000132,1e-05,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
8,4909,1.0,39.5,,4.2e-12,304.9,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
9,4946,1.0,55.0,,2.29e-09,265.6,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
10,5212,,0.0001,,252.12,0.0,,,83,127,Bi,,271.31,0.11,9-,3040000.0,,6,Y,95933054962759.69,1893415558475.52,A,100.0,,5036.5,8,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
